post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:2ystmmymcha3guyn56gcrw3l/app.bsky.feed.post/3lf5s4hwmkk2g,did:plc:2ystmmymcha3guyn56gcrw3l,"Good first step but the US + allies should lift more sanctions to allow more aid & to better support the new Syrian regime
""The Biden administration on Monday lifted some restrictions on humanitarian aid to Syria but kept sweeping sanctions in place""
www.nytimes.com/2025/01/06/u...",0,0,3
at://did:plc:knaujmf5gbfdsb2nvmxhhly3/app.bsky.feed.post/3lf5s36jah22k,did:plc:knaujmf5gbfdsb2nvmxhhly3,"Jonathan Greenblatt says that ADL and American Jews need to model their fight against antisemitism on the Israeli military ""genius"" behind the Lebanon pager attacks and incursions into Syria",8,8,27
at://did:plc:lc6hdhnjkgccd6ysi7e23pll/app.bsky.feed.post/3lf5rxbfdbd2p,did:plc:lc6hdhnjkgccd6ysi7e23pll,"Turkiye's road ahead in a post-Assad Syria
->Al Jazeera | #SyriaWar | More info from EcoSearch",0,0,0
at://did:plc:awihnc55sxmwytk2bdyx2ezv/app.bsky.feed.post/3lf5rvke5zk2h,did:plc:awihnc55sxmwytk2bdyx2ezv,"Submarines leaving: 
This departure, confirmed by the Portuguese Navy on January 2, follows the collapse of the Bashar Assad regime in Syria, which resulted in the loss of Russia's naval base at Tartus.",0,1,9
at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3lf5rvmalpz2c,did:plc:msian4dqa2rqalf3biilnf3m,"Syrian economy awaits transit flow through border crossings

https://www.europesays.com/1748350/

Enab Baladi – Jana al-Issa The reopening of land crossings between Syria and neighboring countries represents a window…",0,0,0
at://did:plc:3nmysccrsm6tca27soiqi4uj/app.bsky.feed.post/3lf5rv6346o22,did:plc:3nmysccrsm6tca27soiqi4uj,"NEW 

WSJ: Western diplomats expressed concerns over Iran’s efforts to solidify long-term dominance in Syria, including fostering instability in the already fractured nation. This aligns with reports from last Thursday about Iran’s intentions to destabilize Syria. - https://x.com/Osint613/status/...",0,0,0
at://did:plc:x4idzneqrxdb6oc3nk7ps77j/app.bsky.feed.post/3lf5ruhea5222,did:plc:x4idzneqrxdb6oc3nk7ps77j,"…like Russia, Iran, Belarus, China and al-Assad’s Syria. He was later appointed as the vice president, and after the death of Hugo Chavez in 2013 he quickly became the president. When his presidency was challenged by his rival, the Venezuelan intelligence services… 

6/21",2,1,79
at://did:plc:6epg2k22rhswiqaumgrqaqma/app.bsky.feed.post/3lf5rtwle222y,did:plc:6epg2k22rhswiqaumgrqaqma,"Turkey, Qatar sending two electricity-generating ships to Syria, says official",0,0,1
at://did:plc:duruvi5owm5jh36kvahveiuj/app.bsky.feed.post/3lf5rtswhac2o,did:plc:duruvi5owm5jh36kvahveiuj,"He only meant US involvement, ie he will lift all sanctions on Russia (oil and money), and cut off aid to Ukraine (giving Russia the Bosphorus).  Next he will push to allow Russia into Syria to “secure” the situation.",0,0,1
at://did:plc:6epg2k22rhswiqaumgrqaqma/app.bsky.feed.post/3lf5rqc4d7a2c,did:plc:6epg2k22rhswiqaumgrqaqma,Erdogan says ready to intervene to prevent any division of Syria,0,0,0
at://did:plc:fnbeapq6vyamamo7yyjmypcf/app.bsky.feed.post/3lf5rmkt5fs2w,did:plc:fnbeapq6vyamamo7yyjmypcf,Italy to host Quintet meeting on Syria on Thursday shorturl.at/2CwRB,0,0,0
at://did:plc:7lwiocm7oml2xxwue34bo4ip/app.bsky.feed.post/3lf5rlyekxs2f,did:plc:7lwiocm7oml2xxwue34bo4ip,"It is time for russia to leave or be pushed out, as it was in Syria.",0,1,5
at://did:plc:mgagb3hr5hbveh5atp3b66dg/app.bsky.feed.post/3lf5rlomfpk2b,did:plc:mgagb3hr5hbveh5atp3b66dg,"@usatrumpall  Follow Trump * Follow @nlall.bsky.social Thanks* 
#syria #trump #iran #war #biden #goverment #usa
www.youtube.com/watch?v=ruMI...
(For you)  Manny More daily new videos scroll down playlist link.",0,0,1
at://did:plc:w3yw75x5zdwpmw3rtvt2d32c/app.bsky.feed.post/3lf5rleetc22q,did:plc:w3yw75x5zdwpmw3rtvt2d32c,"from another angle, instead: I assume the fault line is now Iran (and whatever is left of Syria) vs other nations in the area. are you imagining a nuclear escalation?",0,0,0
at://did:plc:tozaad4uh2ybbwn4xmg6bh2q/app.bsky.feed.post/3lf5req2hek2e,did:plc:tozaad4uh2ybbwn4xmg6bh2q,Optimal future for Syria is model of Autonomous Administration says Fawza Yousef www.mezopotamyaajansi41.com/en/ALL-NEWS/...,0,1,2
at://did:plc:y2dbjndavcz77bdazvlbuh6p/app.bsky.feed.post/3lf5rbnj74r2z,did:plc:y2dbjndavcz77bdazvlbuh6p,"The UN calls for urgent action to restore civilian policing in Gaza and protect humanitarian aid amid alarming looting and escalating violence in Syria. 

Learn more here

#CitizenPortal #GazaHumanitarian #ConflictResolution #SecurityReform #HumanRights",0,0,0
at://did:plc:mgagb3hr5hbveh5atp3b66dg/app.bsky.feed.post/3lf5r6gtsb22b,did:plc:mgagb3hr5hbveh5atp3b66dg,"@usatrumpall  Follow Trump * Follow @nlall.bsky.social Thanks* 
#syria #trump #iran #war #biden #goverment #usa
www.youtube.com/watch?v=_Jpo...
(For you)  Manny More daily new videos scroll down playlist link.",0,0,1
at://did:plc:y2dbjndavcz77bdazvlbuh6p/app.bsky.feed.post/3lf5r644dpw2d,did:plc:y2dbjndavcz77bdazvlbuh6p,"The WHO's groundbreaking mission to train paramedics in Northern Aleppo highlights the urgent healthcare crisis and the dire humanitarian situation unfolding in Syria. 

Click to read more!

#CitizenPortal #PublicHealth #HumanitarianCrisis #NorthernAleppoHealth #CrisisResponse",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5r3rlcks2q,did:plc:4hm6gb7dzobynqrpypif3dck,"@AlArabiya_Eng: #Syria will receive two electricity-generating ships from #Turkey and #Qatar to boost energy supplies hit by damage to infrastructure during President Bashar al-Assad’s rule, state news agency SANA quotes an official as saying.

",0,0,1
at://did:plc:lm2uhaoqoe6yo76oeihndfyi/app.bsky.feed.post/3lf5qzqlj7x2a,did:plc:lm2uhaoqoe6yo76oeihndfyi,"Israel changes stance on Syria after al-Julani warns…, Israeli Army chief says…

https://www.europesays.com/1748325/

Home NewsSyria civil war: Israel changes stance on Syria after al-Julani warns…, Israeli Army chief says… Israel has…",0,0,0
at://did:plc:ru2egixqxd3spdyxizqdysmu/app.bsky.feed.post/3lf5qtx2km22w,did:plc:ru2egixqxd3spdyxizqdysmu,"South Korea actually took action, something we have not yet seen. Syria is in ruins. Neither example brings comfort when we know there have been multiple opportunities to stop the steamroll but Dems have chosen to lay down and do nothing.",0,0,0
at://did:plc:u4o26nximjdtgooqshfz45zr/app.bsky.feed.post/3lf5qtwmckc2h,did:plc:u4o26nximjdtgooqshfz45zr,"Turkey-backed Syria may be bigger threat than Iran, says Israeli government panel

Israeli Government committee warns a direct clash between Turkey and Israel may be possible in Syria in the future

t.co/x1E8wLKMSK",0,0,3
at://did:plc:47m26qnp3l6oi2fmrjpo6hns/app.bsky.feed.post/3lf5qtirtek2q,did:plc:47m26qnp3l6oi2fmrjpo6hns,"""Please come back to Syria, nothing bad will happen"".",0,0,0
at://did:plc:rnp4okxt766sax35h2qsgdhr/app.bsky.feed.post/3lf5qsgmssk23,did:plc:rnp4okxt766sax35h2qsgdhr,Americans getting pissy about the death to America in my bio will never not be funny.,0,3,13
at://did:plc:mgagb3hr5hbveh5atp3b66dg/app.bsky.feed.post/3lf5qrhodik2b,did:plc:mgagb3hr5hbveh5atp3b66dg,"@usatrumpall  Follow Trump * Follow @nlall.bsky.social Thanks* 
#syria #trump #iran #war #biden #goverment #usa
www.youtube.com/watch?v=vkns...
(For you)  Manny More daily new videos scroll down playlist link.",0,0,0
at://did:plc:lkxbi542caowxacwjnt4q5yx/app.bsky.feed.post/3lf5qpmef5l2q,did:plc:lkxbi542caowxacwjnt4q5yx,"Syria welcomes 1st international flight after Assad overthrow

#news #worldnews",0,0,0
at://did:plc:satwui6kccfqweazfhjk5qyh/app.bsky.feed.post/3lf5qf2hodr23,did:plc:satwui6kccfqweazfhjk5qyh,"Hristos se rodi! Merry Orthodox Christmas. Some great photos from the BBC here, including the first Orthodox Christmas in Syria in decades:

www.bbc.com/news/art...",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lf5qbezcpc2e,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland

It's better that the Crown show you who they are by their actions (attack's) on Jew's, Catholic, Philippines, Ugandaneese, Africans, Mrs, Son, me than us claiming the Nazi behaviors.",0,0,0
at://did:plc:d56aevbrhhknlxhjisuouofm/app.bsky.feed.post/3lf5qapgsys2p,did:plc:d56aevbrhhknlxhjisuouofm,"A Ropucha-class landing ship has returned to Baltic Sea from Mediterranean Sea. (Tartus, Syria?)",0,13,84
at://did:plc:rxomkzfz5zowf5vqnzrvlk2k/app.bsky.feed.post/3lf5q5whloc2u,did:plc:rxomkzfz5zowf5vqnzrvlk2k,"Damascus Airport is reopening but investment will only take off if Syria fixes its image monocle.com/minute/2025/... 

#Syria #MiddleEast #Geopolitics",0,0,0
at://did:plc:x4g4laxkmsrczwvnvbbgsm7g/app.bsky.feed.post/3lf5q4vjfcc2e,did:plc:x4g4laxkmsrczwvnvbbgsm7g,"No. It’s never too late to save democracy.   It happens a lot. Look at South Korea and Syria, for example.",1,2,3
at://did:plc:6o4hywbjgqyfct37zgwddgnm/app.bsky.feed.post/3lf5q4mmk2s27,did:plc:6o4hywbjgqyfct37zgwddgnm,"Al-Qaeda in Yemen video demands Sharia for Syria – BBC Monitoring

monitoring.bbc.co.uk/product/b000...",0,0,0
at://did:plc:53ueqqjqa23tzc76vcvw3gay/app.bsky.feed.post/3lf5q4dt7522t,did:plc:53ueqqjqa23tzc76vcvw3gay,"While I understand the reticence in opening up aid to #Syria, I have a feeling the international community will regret not opening up the floodgates to aid sooner than it (hopefully) will.

www.nytimes.com/2025/01/06/u...",1,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5q3gbnm22y,did:plc:4hm6gb7dzobynqrpypif3dck,@straits_times: Erdogan tells Iraqi Kurdish PM that Turkey working to keep Syria secure ,0,0,0
at://did:plc:suuq32lgs36wq2f3fnifsws4/app.bsky.feed.post/3lf5pu76onk2r,did:plc:suuq32lgs36wq2f3fnifsws4,"The first international flight since the fall of Bashar al-Assad's regime in #Syria landed today at #Damascus International #Airport. The plane, coming from Qatar, landed shortly after another flight took off for the United Arab Emirates.",0,0,0
at://did:plc:2lofqead276vtc5647ye7sl2/app.bsky.feed.post/3lf5psdg6hc2w,did:plc:2lofqead276vtc5647ye7sl2,"With the fall of Bashar al-Assad as well as the absence of regime backers Iran and Russia, Turkiye faces a new chapter in its Syria strategy, requiring a recalculation of its goals and concerns.",1,12,41
at://did:plc:dymsn35szepon3hxj4aw3xif/app.bsky.feed.post/3lf5ps4gtxs2t,did:plc:dymsn35szepon3hxj4aw3xif,"#Noethern #Syria!!! The kids are saying they love me!!! 

www.tiktok.com/t/ZP8FrXKLX/",1,0,0
at://did:plc:u4o26nximjdtgooqshfz45zr/app.bsky.feed.post/3lf5ps4aews2h,did:plc:u4o26nximjdtgooqshfz45zr,"WSJ: Western diplomats expressed concerns over Iran’s efforts to solidify long-term dominance in Syria, including fostering instability in the already fractured nation. This aligns with reports from last Thursday about Iran’s intentions to destabilize Syria.",0,0,2
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5pn3citr2q,did:plc:4hm6gb7dzobynqrpypif3dck,"@DailySabah: Syria will receive 2 electricity-generating ships from Türkiye and Qatar to boost energy supplies hit by damage to infrastructure during Bashar Assad regime's rule, local official says
",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5pn32cen2d,did:plc:4hm6gb7dzobynqrpypif3dck,"@IranIntl_En: Italian Foreign Minister Antonio Tajani will host a Quint group meeting in Rome on Thursday, focusing on the Middle East, particularly Syria and Iran, Italian media reported Tuesday.
 https://t.co/cK79cTQIrK",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lf5pghhp622e,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland

Light attack's against the Mrs and the old Jewish lady on first. Ongoing all day. Guantanamo Gestapo Crown terror. Crown will try again.",0,0,0
at://did:plc:5zww7zorx2ajw7hqrhuix3ba/app.bsky.feed.post/3lf5pdszvhm2u,did:plc:5zww7zorx2ajw7hqrhuix3ba,"Israel changes stance on Syria after al-Julani warns…, Israeli Army chief says…

https://www.byteseu.com/630287/

Home News Syria civil war: Israel changes stance on Syria after al-Julani warns…, Israeli Army chief says… Israel has seemingly changed its strategy in Syria following a statement by …",0,0,0
at://did:plc:o5rmknaohekvqz75kktq7rkj/app.bsky.feed.post/3lf5pb2k5wc2s,did:plc:o5rmknaohekvqz75kktq7rkj,"Dedicated to those who celebrated and claimed that ""Syria is free"" when Assad fled the country. Constantly inverting the coin of patriarchy is not the solution - throwing it away is the solution. Dismantling the patriarchy and all its socio-political offshoots is the only way to Women's Liberation.",0,0,1
at://did:plc:clvvczkaugvsts5c2asaj4iy/app.bsky.feed.post/3lf5papxh2k2h,did:plc:clvvczkaugvsts5c2asaj4iy,"#Syria 🇸🇾: Hay'at Tahrir al-Sham ( #HTS ) ambushes high-ranked ""Syrian Arab Army"" officer with an RPG during the clashes in #Aleppo.

The Close-Range ambush was conducted with an RPG-7 Launcher with ""PG-7VT"" Tandem-HEAT projectile.",0,1,12
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lf5p7f3vfs2e,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland

Mr Erasmus,  Colonel at the Vest Indies went against the King due to slavery and was beheaded by the King in 1805. Crown still tries to kill. And his Jewish wife.",1,0,0
at://did:plc:lx4bepcabuqqswtwvm5hva62/app.bsky.feed.post/3lf5orph34c2n,did:plc:lx4bepcabuqqswtwvm5hva62,🔴 Syria: Fascinating Details About Assad’s Last Days | Syriana Analysis,0,0,0
at://did:plc:lx4bepcabuqqswtwvm5hva62/app.bsky.feed.post/3lf5oo6cbus2n,did:plc:lx4bepcabuqqswtwvm5hva62,"Military Action Against Iran Possible Under Trump, US Issues Sanctions Waiver for Syria, and More",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5okxadoo2l,did:plc:4hm6gb7dzobynqrpypif3dck,"@AJEnglish: With the fall of Bashar al-Assad as well as the absence of regime backers Iran and Russia, Turkiye faces a new chapter in its Syria strategy, requiring a recalculation of its goals and concerns ⤵️ ",0,0,0
at://did:plc:3nmysccrsm6tca27soiqi4uj/app.bsky.feed.post/3lf5oiqfkrz22,did:plc:3nmysccrsm6tca27soiqi4uj,"WATCH

STRANGE: Iranian mercenaries in Syria carry ‘Passports to Paradise,’ promising entry to heaven and immunity from divine judgment. https://t.co/yvb9nHDes9 - https://x.com/Osint613/status/1876605752519131205",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5oemxnzp2e,did:plc:4hm6gb7dzobynqrpypif3dck,"@DailySabah: Jordan, Syria agree to form joint security committee to secure border, combat arms, drug smuggling, work to prevent resurgence of Daesh terrorists as Damascus' top diplomat visits Amman
",0,0,0
at://did:plc:mhqnbglrgmwiuz3kgexbi7uf/app.bsky.feed.post/3lf5oeitrbi2z,did:plc:mhqnbglrgmwiuz3kgexbi7uf,"
🌐 An inclusive, tolerant Syria and a China-led grand coalition to rebuild and revive the economy could see regional strife give way to prosperity.

https://www.scmp.com/opinion/asia-opinion/article/3293341/china-can-help-syria-transform-conflict-corridor-bridge-commerce?utm_source=rss_feed",0,0,0
at://did:plc:5oxnjt7sug5pczkrgviuzyms/app.bsky.feed.post/3lf5o7u5xxy2l,did:plc:5oxnjt7sug5pczkrgviuzyms,"
🌐 An inclusive, tolerant Syria and a China-led grand coalition to rebuild and revive the economy could see regional strife give way to prosperity.

https://www.scmp.com/opinion/asia-opinion/article/3293341/china-can-help-syria-transform-conflict-corridor-bridge-commerce?utm_source=rss_feed",0,0,0
at://did:plc:pusk4vt6vtmflng6nruipxgf/app.bsky.feed.post/3lf5o6zygac27,did:plc:pusk4vt6vtmflng6nruipxgf,"A poignant essay by @hannahluci on the ghosts of cosmopolitanism in the post-Ottoman Middle East.

It examines the unravelling of the old Ottoman cosmopolitanism, and provides essential context for the situation now unfolding in Syria.",0,0,0
at://did:plc:7lwiocm7oml2xxwue34bo4ip/app.bsky.feed.post/3lf5o6tl5us25,did:plc:7lwiocm7oml2xxwue34bo4ip,"Syria plans to acquire the service of two power generation ships from Türkiye and Qatar to mitigate the country’s energy deficit caused by infrastructure damage. The ships will provide Syria with a total of 800 megawatts of electricity.
www.turkiyetoday.com/region/syria...",0,0,2
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5o3od5vl27,did:plc:4hm6gb7dzobynqrpypif3dck,"@AlArabiya_Eng: Passengers are seen expressing their joy at Damascus airport, after arriving from Doha on the first Qatari commercial flight in nearly 13 years, as international traffic resumes at Syria’s main airport nearly a month after rebels toppled Bashar al-Assad.
#Syria https://t.co/6fgkjazDI",0,0,0
at://did:plc:ufhrbtqli4k6uo7fmv3ib56w/app.bsky.feed.post/3lf5nyrotf42j,did:plc:ufhrbtqli4k6uo7fmv3ib56w,"Jordan and Syria to combat arms and drugs smuggling, Islamic State&#039;s resurgence - https://www.thestar.com.my/news/world/2025/01/07/jordan-and-syria-to-combat-arms-and-drugs-smuggling-islamic-state039s-resurgence",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5ny2tejy2q,did:plc:4hm6gb7dzobynqrpypif3dck,"@trtworld: Turkish President Erdogan and Iraqi Kurdish Regional Government PM Barzani are expected to discuss regional and global developments, including the latest situation in Syria in their meeting in Ankara. Andrew Hopkins has more https://t.co/Ed35dOIcXt",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lf5ntqhozc27,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland

Across the Chinese Takeout and Restaurant. The owner visited at the Kiosk thinking I was joking about this. The reason the have been trying to kill us both and murdered the in-law.",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5ntlo2y62l,did:plc:4hm6gb7dzobynqrpypif3dck,"@Jerusalem_Post: Jordan and Syria will form a joint security committee to secure their border, combat smuggling, and prevent an Islamic State resurgence, Jordan's foreign minister said. 
 ",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5ntl3k532a,did:plc:4hm6gb7dzobynqrpypif3dck,"@DailySabah: Prime minister of Iraq's Kurdistan Regional Government meets Erdoğan, Fidan as Türkiye seeks momentum in terror-free initiative against PKK holed up in northern parts of Iraq, Syria
",0,0,0
at://did:plc:p2zql43pvrrcr4mlwvk6rblr/app.bsky.feed.post/3lf5nr64opc2s,did:plc:p2zql43pvrrcr4mlwvk6rblr,After 20 years of war on terrorism Biden administration allowed Taliban to take the government of Afghanistan and ISIS of Syria.,0,0,0
at://did:plc:3auglfwwpebyiozbojq5eqhy/app.bsky.feed.post/3lf5qevc3rzr2,did:plc:3auglfwwpebyiozbojq5eqhy,"

https://www.nytimes.com/2025/01/07/world/middleeast/syria-airport-damascus-international-flights.html

#Embargoes #and #Sanctions #International #Relations #Airports #Hayat #Tahrir #al-Sham #al-Shara, #Ahmed

Event Attributes",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lf5noxeep227,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland

Crown operative. Was ordered a car hit and run kill 2 years ago. In a marked pedestrian crossing. At this location. Before you knew about the other blue blood. We are 2 all blue. Margrethe 2nd did",1,0,0
at://did:plc:yhfy57wxvhudujnjwsfjjjvg/app.bsky.feed.post/3lf5nfp63z226,did:plc:yhfy57wxvhudujnjwsfjjjvg,"Wichtig: www.youtube.com/watch?v=OCpu...

Jetzt können die Verbrechen Russlands und Assads endlich aufgedeckt und aufgearbeitet werden!

#FCKPTN
#FCKNZS
#Syria
#Douma
#poisongas",0,0,0
at://did:plc:ycvinlraxuao56uhi4nkwh43/app.bsky.feed.post/3lf5ndlt7xc2k,did:plc:ycvinlraxuao56uhi4nkwh43,"🇸🇾 In my latest @news247gr.bsky.social piece, I dive into how the transitional government in #Syria is revising the #school #curriculum to align with the new regime. Drawing on insights from @aspaglayan.bsky.social's #RaisedtoObey, I explore what this means for Syria’s future.
👉 bit.ly/4gFxN",1,0,2
at://did:plc:aiv5d4svy2m3c5ngymztswtg/app.bsky.feed.post/3lf5nceus7k2w,did:plc:aiv5d4svy2m3c5ngymztswtg,"10 Conflicts to Watch in 2025 by @crisisgroup.org:

✔️Syria
✔️Sudan
✔️Ukraine and European Security
✔️Israel-Palestine
✔️Iran vs. U.S. and Israel
✔️Haiti
✔️U.S.-Mexico
✔️Myanmar
✔️Korean Peninsula
✔️China-U.S.

www.crisisgroup.org/global/10-co...",1,3,6
at://did:plc:2q5dx6whenn7pnsrfn3jpd6h/app.bsky.feed.post/3lf5n6grm6y27,did:plc:2q5dx6whenn7pnsrfn3jpd6h,"Israel, France go to bat for PKK/YPG terrorists in Syria - https://www.dailysabah.com/politics/israel-france-go-to-bat-for-pkkypg-terrorists-in-syria/news",0,0,0
at://did:plc:6o4hywbjgqyfct37zgwddgnm/app.bsky.feed.post/3lf5n3kw6pk27,did:plc:6o4hywbjgqyfct37zgwddgnm,"Iran Pulls Most Forces From Syria, in Blow to Tehran’s Regional Ambitions. Thousands of Iranian military personnel and militia allies fled after Assad’s fall, leaving behind weapons and equipment

www.wsj.com/world/middle...",0,1,3
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5mvwt4xd23,did:plc:4hm6gb7dzobynqrpypif3dck,@Reuters: Syria to receive electricity-generating ships from Qatar and Turkey  https://t.co/T2ac8u5J0e,0,0,0
at://did:plc:hpu5ubajwg2nhlwo7llwqvfb/app.bsky.feed.post/3lf5msennmc2c,did:plc:hpu5ubajwg2nhlwo7llwqvfb,If Syria treats women badly no lifting of sanctions,1,0,2
at://did:plc:657hfgvap42vcffydmmrgx3m/app.bsky.feed.post/3lf5msbhixx22,did:plc:657hfgvap42vcffydmmrgx3m,"US Eases Restrictions on Syria, Signaling Hope Amid Ongoing Sanctions

In a notable shift, the United States has announced a temporary easing of certain restrictions on Syria, following the recent ouster of long-time leader Bashar al-Assad. This move, seen as a step towards facilitating…",0,0,0
at://did:plc:wrm4rvukusjpz24bdo63ozkm/app.bsky.feed.post/3lf5mqy62wc2y,did:plc:wrm4rvukusjpz24bdo63ozkm,"#German Envoy to #Syria:

📌#Berlin advises the #EuropeanUnion to lift sanctions imposed on Syria.

📌International coordination is crucial for the success of the New Syria project.",2,10,30
at://did:plc:kaeaz6o7w7ecvbmgiy66ius5/app.bsky.feed.post/3lf5moemj7k2a,did:plc:kaeaz6o7w7ecvbmgiy66ius5,"An utter, shameful embarrassment. This war could have been won in 2022.

The US could have been repelled Russia in 2008 in Georgia; in 2011 in Syria; and in 2014 in Ukraine.

Moscovy is a plague that needs to be de-nazified, like imperial Japan and West Germany.",0,0,4
at://did:plc:7rgdm4a4er3iuikmjyrn4gdk/app.bsky.feed.post/3lf5mjomklc2q,did:plc:7rgdm4a4er3iuikmjyrn4gdk,"Worth a read. Syria after Assad: Paris and Berlin have no ethical lessons to offer Damascus
www.middleeasteye.net/opinion/syri...",0,0,0
at://did:plc:6epg2k22rhswiqaumgrqaqma/app.bsky.feed.post/3lf5mig4jwv2b,did:plc:6epg2k22rhswiqaumgrqaqma,Erdoğan says ready to intervene to prevent any division of Syria,0,0,0
at://did:plc:jertqaeelhhvcfzsyusx3l3w/app.bsky.feed.post/3lf5mielz6s2u,did:plc:jertqaeelhhvcfzsyusx3l3w,It happens to seem that civillian kurds and other minority civillians are at risk of extermination due rising isis threat and full scale wars in middle east. So west will be in syria in order to deliver order and end to terror there,0,0,0
at://did:plc:wrm4rvukusjpz24bdo63ozkm/app.bsky.feed.post/3lf5mdkmbos2y,did:plc:wrm4rvukusjpz24bdo63ozkm,"#Qatari Ministry of Foreign Affairs:

📌We welcome any step that facilitates the delivery of aid to the #Syrian people, including lifting sanctions.

📌There is a general regional stance to work on lifting sanctions on #Syria, and #Qatar's efforts are part of this regional initiative.",0,2,11
at://did:plc:2lofqead276vtc5647ye7sl2/app.bsky.feed.post/3lf5m3zqcg22l,did:plc:2lofqead276vtc5647ye7sl2,"US pauses select restrictions on Syria, offering hope on Western sanctions aje.io/va975q",1,13,70
at://did:plc:wdeppxzul2i66l7lkk2dlsjg/app.bsky.feed.post/3lf5lzsomrt2m,did:plc:wdeppxzul2i66l7lkk2dlsjg,"🇸🇾 Czy nowe władze Syrii będą niezależne? Nie będą. Mają bowiem ogromny dług wdzięczności wobec DWÓCH krajów, które umożliwiły im obalenie Assada.

🎧 POSŁUCHAJ podcastu i dowiedz się, o jakie kraje chodzi.
👉 youtu.be/GnqJZ0L_838
#Syria",0,0,0
at://did:plc:jertqaeelhhvcfzsyusx3l3w/app.bsky.feed.post/3lf5lxxkmns2z,did:plc:jertqaeelhhvcfzsyusx3l3w,Syria lenanon and ıraq seem to have more violent days coming ahead.,0,0,0
at://did:plc:jertqaeelhhvcfzsyusx3l3w/app.bsky.feed.post/3lf5lwtk6q22z,did:plc:jertqaeelhhvcfzsyusx3l3w,Hizbollah and israel declared that the full scale war will continue in lebanon and syria while isis is getting stronger each day.,0,0,0
at://did:plc:b3sww2lvoprgdz56qtd4nbdz/app.bsky.feed.post/3lf5ltfdfck2b,did:plc:b3sww2lvoprgdz56qtd4nbdz,"Paul Simon once famously sang ""I am Iraq. I am an island"" 

But Iraq has land borders with Jordan, Saudi Arabia, Kuwait, Syria, Iran and Turkey. 

Talking out of his arse.",2,5,22
at://did:plc:am76ptemaw3eordgfoyrwepi/app.bsky.feed.post/3lf5lsgnhov2p,did:plc:am76ptemaw3eordgfoyrwepi,Dozens of pro-Turkey and Kurdish forces killed in fighting in northern Syria - https://www.middleeasteye.net/news/dozens-pro-turkey-and-kurdish-forces-killed-fighting-northern-syria,0,0,0
at://did:plc:am76ptemaw3eordgfoyrwepi/app.bsky.feed.post/3lf5lsftled24,did:plc:am76ptemaw3eordgfoyrwepi,Syria's justice minister under fire after videos show him overseeing executions - https://www.middleeasteye.net/news/syria-justice-minister-under-fire-videos-show-him-overseeing-executions,0,1,1
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lf5lpd2vfx27,did:plc:4hm6gb7dzobynqrpypif3dck,"@MiddleEastEye: Turkey-backed Syria may be bigger threat than Iran, says Israeli government panel
",0,0,0
at://did:plc:cesmzsulhzgq2u4klsyk6qm5/app.bsky.feed.post/3lf5lj5tnqk2l,did:plc:cesmzsulhzgq2u4klsyk6qm5,"4. As Long As the Lemon Trees Grow by Zoulfa Katouh 
This is a book about two young people finding each other and love in Syria and the struggle of fleeing vs staying. It's about hope and war and home. 

I think it's phenomenal. Should be required reading for everyone living in Fortress Europe, too.",1,0,0
