post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:umjsng7otustduonnymgdnve/app.bsky.feed.post/3ladfogrpee2c,did:plc:umjsng7otustduonnymgdnve,"Hindsight Bernie.

True Bernie:

JUAN GONZÁLEZ: Well, Jill Stein, you’ve been trying for months to reach out to Bernie Sanders...
DR. JILL STEIN: Well, the response over the last several weeks has been the same as the response over the last several years.
www.democracynow.org/2016/6/9/jil...",0,0,0
at://did:plc:7ohvwcasylrhnqnxeet4oamp/app.bsky.feed.post/3ladfg3t4oh2j,did:plc:7ohvwcasylrhnqnxeet4oamp,“But voting for Jill Stein lets me show my displeasure about how Kamala Harris allows this to happen in the first place!” “Because Donald Trump will stop this war!” “Because Trump hasn’t killed anyone yet!”,0,0,0
at://did:plc:blugtnwci44ith5gxnptp7na/app.bsky.feed.post/3ladfci52jw23,did:plc:blugtnwci44ith5gxnptp7na,Lol this wasn't Jill Stein voters. This was more than 5 million votes. Kamala ate shit because she earned it,0,0,2
at://did:plc:db66mu3rpm62nivraw72weer/app.bsky.feed.post/3ladfcges2m2v,did:plc:db66mu3rpm62nivraw72weer,"Funny how AOC's tune changed from that hubris she showed when she attacked Jill Stein.
Now it's time for Cheneycrats to pay the piper.
Americans are long overdue in knowing that fighting for democracy doesn't end at the ballot box.
#FuckDemocrats #AOC",0,0,3
at://did:plc:63mg5qz6mschj2ctfr3e4xl5/app.bsky.feed.post/3ladf7cgyl22a,did:plc:63mg5qz6mschj2ctfr3e4xl5,"Jill Stein needs to shut her trap. Her poor PR couldn't even give her enough votes to even be good enough to lead the U.S. 

www.newsweek.com/jill-stein-d...",0,0,0
at://did:plc:cizu5jl5ekzcru5abjnf6bpv/app.bsky.feed.post/3ladenif75m2s,did:plc:cizu5jl5ekzcru5abjnf6bpv,"Yes I’m pissed. I have a daughter & a trans son and they will ABSOLUTELY be affected by this election. So if you’re my family or friend that voted for Trump, voted for Jill fuxking Stein or just sat it out & didn’t vote please block me. I have nothing to say to people that obviously hate my family.",0,0,4
at://did:plc:37jyxr67bqu6ilqaufa3r2hw/app.bsky.feed.post/3ladegrmug52h,did:plc:37jyxr67bqu6ilqaufa3r2hw,"Listen 15 million disaffected voters stayed home this year. 

If Jill Stein couldn’t get 5% as a third party candidate this year she never will.",1,0,17
at://did:plc:htrvehipjb3pny2ifqluc2ko/app.bsky.feed.post/3ladedmiol72x,did:plc:htrvehipjb3pny2ifqluc2ko,"I wanted her to win, not because I supported her completely but because Trump is demonstrably worse on every issue. I do not hold this loss against those who withheld their votes in protest, nor do I blame the third party voters (although I still think Jill Stein is a grifter) but I do hold it --",1,0,1
at://did:plc:x73m3sikzqeo4v26rwvuivss/app.bsky.feed.post/3ladedejcrw23,did:plc:x73m3sikzqeo4v26rwvuivss,"""Your historic return to the White House offers a new beginning for America and a powerful recommitment to the great alliance between Israel and America. This is a huge victory,"" Netanyahu said.

I hope all you Jill Stein voters are happy. 

abcnews.go.com/Internationa...",0,0,0
at://did:plc:wcp7hbl5542feetfxbbquoxt/app.bsky.feed.post/3ladec3bbfv2l,did:plc:wcp7hbl5542feetfxbbquoxt,night life like jill stein… I'm at my third party,0,0,0
at://did:plc:tt2nm5fqmlhy5ycwnf5okkvb/app.bsky.feed.post/3lade4rjodr2b,did:plc:tt2nm5fqmlhy5ycwnf5okkvb,Jill Stein after taking all the votes from Harris (though it wasn’t enough to flip states this time round),0,0,0
at://did:plc:iixd7j3n3xsshskn7yeqabdd/app.bsky.feed.post/3lade47rf2e2c,did:plc:iixd7j3n3xsshskn7yeqabdd,"Shitlibs love hating Jill Stein, it's so funny",0,0,0
at://did:plc:cpmjppob3kswdrpr4oeo4cof/app.bsky.feed.post/3laddythm5w2a,did:plc:cpmjppob3kswdrpr4oeo4cof,"The US electorate just voted for the IDF to do more of this.

Just so we’re clear. 

Looking at you, Butch Ware and Jill Stein.",0,1,0
at://did:plc:ma5yrmdbdaj3elnjsckrbl5l/app.bsky.feed.post/3laddynsfwn27,did:plc:ma5yrmdbdaj3elnjsckrbl5l,Elon paid me a million dollars to vote for Jill Stein.,0,0,1
at://did:plc:abdfjzceo2n4h2gjzpe735gy/app.bsky.feed.post/3laddy6qaoh2p,did:plc:abdfjzceo2n4h2gjzpe735gy,I heard Jill Stein described eight years ago as “sentient Caucasian dreadlock” and I think about that at least once a week,1,0,11
at://did:plc:odc7p5pe7kya6h3rwixmvun5/app.bsky.feed.post/3laddvyndnm2j,did:plc:odc7p5pe7kya6h3rwixmvun5,"Also, imagine having a hate boner for Jill Stein. Like, where does that even come from?

When it comes to hybris, and guilt, Democrats can STFU about Jill Stein, of all people. Months ago we were all told that Biden is fine, and that you're supporting Trump by questioning that. Dumbass loonies, FO.",0,0,0
at://did:plc:rkp4ztbujlpmyxwvhxuaxl7x/app.bsky.feed.post/3laddt5gf2k25,did:plc:rkp4ztbujlpmyxwvhxuaxl7x,"the ones i knew voted jill stein, a lot did, some just left the president thing blank from others i knew. i'd probaby would think so cus a lot still don't like republicans hence being weirded out by dick cheney",1,0,0
at://did:plc:t3ws6ahoorfeu6lvgpbqojot/app.bsky.feed.post/3ladct3lo6f2q,did:plc:t3ws6ahoorfeu6lvgpbqojot,"It's not Latinos, it's not Jill Stein, it's not even progressives 

It's inviting the fucking Cheney family into your party and saying you want a Republican on your cabinet. What point is there to you if you are nothing more than Diet Conservatism?",1,0,2
at://did:plc:ip2r2rudyjxsnrecqllbb7oj/app.bsky.feed.post/3ladclpykr52z,did:plc:ip2r2rudyjxsnrecqllbb7oj,"What?!?  Those votes for Jill Stein didn’t keep this from happening?!?!? if I live to be 100, I will never understand the logic of a protest vote. In this case, it was handing down a death sentence to the Palestinians.",1,1,9
at://did:plc:r7tt5uscxcaj2csdbad6wts3/app.bsky.feed.post/3ladbozkexw2k,did:plc:r7tt5uscxcaj2csdbad6wts3,And there are liberals out there excited to see Gaza flattened to get back at Jill Stein voters lol so go fuck yourself,0,0,10
at://did:plc:r7tt5uscxcaj2csdbad6wts3/app.bsky.feed.post/3ladbmuthcj2j,did:plc:r7tt5uscxcaj2csdbad6wts3,"And I know what you dipshits are doing whining about Jill Stein but not RFK who had similar vote #s. And no, I didn't vote for her, I'm just pointing out that it's a ploy to blame pro Palestine voters. Third parties combined didn't have even close enough numbers to reach that extra 5 million. 💀",2,2,15
at://did:plc:6egn4swwe23ogmjop3oc2b5r/app.bsky.feed.post/3ladawmys6u2j,did:plc:6egn4swwe23ogmjop3oc2b5r,"congratulations, you cost jill stein the presidency",0,0,2
at://did:plc:nxcobvvzxzgfgajykthflj6i/app.bsky.feed.post/3ladatmbrdi2z,did:plc:nxcobvvzxzgfgajykthflj6i,ok vote me independent next election call me jill stein,0,0,0
at://did:plc:jsd5k6hkzlcyfsrgkj3c2yry/app.bsky.feed.post/3ladao5uzpl2x,did:plc:jsd5k6hkzlcyfsrgkj3c2yry,But it also *absolutely* was not the fault of Jill Stein voters and Pro Palestine folks. Their numbers wouldn’t have shifted the needle anyway.,0,0,1
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lad7qq6jic2q,did:plc:4hm6gb7dzobynqrpypif3dck,"@DailySabah: US politician Jill Stein praises Türkiye’s initiative at UN to stop arms shipments to Israel
",0,0,0
at://did:plc:sexjefz7lroixosgactoqywd/app.bsky.feed.post/3lad7jnhj6e2q,did:plc:sexjefz7lroixosgactoqywd,"Fuck Harris's team who told her to concede, fuck Harris for being too pathetic to use her rights, fuck AIPAC- I know they're involved somehow, Fuck Jill Stein, and fuck every US citizen who hates black women more than being fascists
If hell is real, y'all're going there",0,0,0
at://did:plc:wh2g32kxs6xgduoibqdpne5j/app.bsky.feed.post/3lad77777oh2r,did:plc:wh2g32kxs6xgduoibqdpne5j,"I'm on ""Racist dems that want Palestinians to die"" for telling people Jill Stein is a Russian tool and voting for Kamala, I wear it with a badge of honor.",0,1,5
at://did:plc:w64m4b5v3nxwt4s2do43weyf/app.bsky.feed.post/3lad72tlqft2t,did:plc:w64m4b5v3nxwt4s2do43weyf,"Jill Stein joined the protests.
Holocaust Harris condemned the protests & told protesters to STFU because she was speaking.",0,0,1
at://did:plc:b2pdx6ggj3r7k7hjld6jhqf5/app.bsky.feed.post/3lad6tczenw2l,did:plc:b2pdx6ggj3r7k7hjld6jhqf5,Fico imaginando se eles esperavam a vitória do Cornel West ou da Jill Stein,0,0,0
at://did:plc:ppn64bbpcolq2c2un7sxq6ag/app.bsky.feed.post/3lad6cnqy7c2t,did:plc:ppn64bbpcolq2c2un7sxq6ag,also fuck jill stein for faking support of palestine to divert votes from the democrats,0,0,0
at://did:plc:zdq7ktqlfkhl7o4ep32eubim/app.bsky.feed.post/3lad675rvnz2q,did:plc:zdq7ktqlfkhl7o4ep32eubim,"I mean...Jill Stein really was not a factor. Even if you took every single Stein vote & gave it to Harris, she still wouldn't have won.",0,0,0
at://did:plc:czhdtbaowphpzsacud65d7wk/app.bsky.feed.post/3lad5sewwcz2a,did:plc:czhdtbaowphpzsacud65d7wk,"Objectively fuck Jill Stein in general, I hate that woman and her transphobic VP pick",0,0,0
at://did:plc:ifjsulliqrlxmnvctbw5zkvr/app.bsky.feed.post/3lad5sb7kmo2w,did:plc:ifjsulliqrlxmnvctbw5zkvr,So my 10 votes to Jill Stein really did nothing???,0,0,0
at://did:plc:cftnrsw2pvpyowupubbsnfjx/app.bsky.feed.post/3lad5qsihx72l,did:plc:cftnrsw2pvpyowupubbsnfjx,"- he got popular vote 

- even if Jill Stein voters went for Kamala, he still would have won

- the Popular Front for the Liberation of Palestine (PFLP) called for the boycott of voting. 
harrassing Tiktokers blaming them is quite literally insane behaviour",0,0,4
at://did:plc:cftnrsw2pvpyowupubbsnfjx/app.bsky.feed.post/3lad5ntvkj42n,did:plc:cftnrsw2pvpyowupubbsnfjx,"a lot of liberals been really showing their asses over the last 24 hours. 

no it was not because of the electoral college, Jill Stein voters or because of pro-Palestine creators - it was entirely the Dems fault!!",2,0,9
at://did:plc:s2g76wklbywdm56wto5pew2l/app.bsky.feed.post/3lad5bupges27,did:plc:s2g76wklbywdm56wto5pew2l,she acted like a complete fool about jill stein and as soon as she got in power she dropped her progressive facade and became just another establishment dem who took way too long to say a single word about gaza. not too interested in whatever she has to say atm,0,0,2
at://did:plc:zewx7vin7gtvm66br7qpjz25/app.bsky.feed.post/3lad53qtwb22w,did:plc:zewx7vin7gtvm66br7qpjz25,"Defender a Jill Stein não dá galera.
Sério.",0,0,1
at://did:plc:zr3aazi3bjduiyzvwoznc2vi/app.bsky.feed.post/3lad4st2lyp2r,did:plc:zr3aazi3bjduiyzvwoznc2vi,If you voted for trump. If you voted for Jill fucking stein. If you didn’t vote for Kamala. If you didn’t vote. You don’t get to call yourself a girl dad,1,1,4
at://did:plc:6cd54lmu2y4mc3ejvn6ecefy/app.bsky.feed.post/3lad4oehmaj2w,did:plc:6cd54lmu2y4mc3ejvn6ecefy,"Masterful gambit by those who chose to support Jill Stein or sit this out, including (so I hear) the millennials turned off by Biden/Harris inaction. 
This is clearly the better alternative.",7,2,33
at://did:plc:xe42u4swqpe7h3zz2uq57hq3/app.bsky.feed.post/3lad4hox2pi2g,did:plc:xe42u4swqpe7h3zz2uq57hq3,it’s not like I *wanted* to vote for jill stein I didn’t have a choice,0,0,1
at://did:plc:rtytsna2xa6kporsuxh7qi7q/app.bsky.feed.post/3lad4g4yyhr2j,did:plc:rtytsna2xa6kporsuxh7qi7q,what was the jab?? her margins were so much worse than Clinton's I don't see how we can pin this thing on Jill Stein,0,0,0
at://did:plc:tvf3mx75sspg6xtrt37aistv/app.bsky.feed.post/3lad45rti332n,did:plc:tvf3mx75sspg6xtrt37aistv,I think Jill stein is a bozo and ppl who voted for her just did so outta grief for dems’ genocide of Palestinians but even if u have all of Jill stein’s voters in Michigan vote for Kamala she would still lose 😭 y’all coping badly,1,0,5
at://did:plc:ilgpngfaxlr5qtslsvoytlyv/app.bsky.feed.post/3lad3rl3dnh2i,did:plc:ilgpngfaxlr5qtslsvoytlyv,"To the Democrats blaming third-party voters for Kamala Harris’s loss, let’s examine the data. In Pennsylvania, Harris lost by 155,426 votes, while Jill Stein garnered 33,316 votes. In Michigan, Harris lost by 93,357 votes, and Stein and Cornel West received 43,187 votes together.",4,11,40
at://did:plc:ealzbskbpagasbwmk4kfy5mi/app.bsky.feed.post/3lad3r2jfax2h,did:plc:ealzbskbpagasbwmk4kfy5mi,He's the male version of Jill Stein.  He's a self-congratulatory asshat.,2,0,0
at://did:plc:3bic3r7vw754kv5ldzlnmycm/app.bsky.feed.post/3lad3nvjx4g2v,did:plc:3bic3r7vw754kv5ldzlnmycm,"im sorry but for *those* people who think gaza is the reason why kh won - foreign policy wasn't even 40% of the dem voters' concern. period. sadly we can't poll the non-voters but still, jill stein got like 0.4% of the vote as well so",0,0,0
at://did:plc:rer2srgpzg74wmjfdxcolawd/app.bsky.feed.post/3lad36kcd342q,did:plc:rer2srgpzg74wmjfdxcolawd,i have more respect for the people who didnt vote all than the people who voted for jill stein,0,0,0
at://did:plc:jxgzv56zb3p36m2itbs5chhr/app.bsky.feed.post/3lad2pbmh5k2a,did:plc:jxgzv56zb3p36m2itbs5chhr,"No. Amerikka just revealed itself to be a nation of racist, misogynistic, bigoted people to the entire world. Also, hampered by third party candidates such as Jill Stein.",1,0,2
at://did:plc:2fvewkwbd5iu35vwsgsf2tr3/app.bsky.feed.post/3lad2k35q7m2s,did:plc:2fvewkwbd5iu35vwsgsf2tr3,Fuck you AOC you tried to say Jill Stein was a psycho gifter and told us to ignore genocide and the crimes the Democratic party are currently abetting and the lack of any accountability anyone in your party will enforce against literal crimes against the country. I don't want community with you.,0,0,1
at://did:plc:habtngx7e27jrx6wlcxkgb7x/app.bsky.feed.post/3lad2bppsrv2f,did:plc:habtngx7e27jrx6wlcxkgb7x,"Em 2020, Joe Biden venceu em Dearborn com 69% dos votos contra 30% de Trump. Agora, a situação se inverteu, com o republicano alcançando 43% contra 36% de Kamala Harris. Candidata do Partido Verde, Jill Stein chegou a 15%, e, em 2020, não passou de 1%

revistaforum.com.br/global/eleie...",0,0,3
at://did:plc:qkl6zegepzxtwzf236o2un4m/app.bsky.feed.post/3laczwz2ulh2g,did:plc:qkl6zegepzxtwzf236o2un4m,Childish emotional displacement activity of the moment: searching on here for “Fuck Jill Stein and everyone who voted for her” posts to boost.,0,0,0
at://did:plc:4s7h4v6sywi5hchibx7fv4gi/app.bsky.feed.post/3lacztpe7yh2a,did:plc:4s7h4v6sywi5hchibx7fv4gi,"I didn’t vote Jill Stein, but I can do simple math.
Trump won PA by 2.4%, Stein got 0.5% of the vote.
Trump won MI by 1.6%, Stein got 0.7%.
Trump won GA by 2.3%, Stein got 0.3%.

Dems who voted for Biden in 2020. $81.2M
Dems who voted for Harris in 2024. $67.5M

Green Party voters didn’t do this.",0,0,0
at://did:plc:gkimf2mpavwhlw72fvgcjarb/app.bsky.feed.post/3laczdgbswt26,did:plc:gkimf2mpavwhlw72fvgcjarb,"She couldn't even bring herself to call Putin a War Criminal.
So it's an apt moniker for her traitorous ass.
www.newsweek.com/jill-stein-v...",1,0,0
at://did:plc:gkimf2mpavwhlw72fvgcjarb/app.bsky.feed.post/3laczaud7x42m,did:plc:gkimf2mpavwhlw72fvgcjarb,"And your traitor girl Jill Stein is well acquainted with that foreign interference. RT promoted her and she refused to call Putin a war criminal. Why? She didn't want the Ruble Spigot to get turned off.
 www.newsweek.com/jill-stein-v...",1,0,1
at://did:plc:km6d6ojxr6nvqfxm62lumtxo/app.bsky.feed.post/3lacyzwoqpx2p,did:plc:km6d6ojxr6nvqfxm62lumtxo,I BET YOU VOTED FOR JILL STEIN,0,0,0
at://did:plc:5qhp7bcc65ukdkvv7wd4mtmv/app.bsky.feed.post/3lacyzcbena2c,did:plc:5qhp7bcc65ukdkvv7wd4mtmv,"Meanwhile Jill Stein was praised by the orange turnip and ran with a transphobe as a running mate. Learn to spell, you fucking turnip.",2,0,0
at://did:plc:qkdhh5qqywsxc5wpq4n2nkue/app.bsky.feed.post/3lacymgyddd25,did:plc:qkdhh5qqywsxc5wpq4n2nkue,"I feel so weird. Something is fucky.

Yes, people are sexist, racist, transphobic, ableist, homophobic douchebags, but this doesn’t make sense.

I don’t think Jill Stein is going to save us, but I also don’t think that was entirely legitimate.",1,0,21
at://did:plc:vsy6p34jbnnnlv4zymvcgdwl/app.bsky.feed.post/3lacygkrvnj22,did:plc:vsy6p34jbnnnlv4zymvcgdwl,"
🔊 #NowPlaying on #KEXP's #DriveTime

Brother Ali feat. Cornel West:
  🎵 Letter to My Countrymen

#BrotherAli #CornelWest 

▶️ 🪄 Automagic 🔊 show 📻 playlist on Spotify
▶️ Song on #Bandcamp:",0,0,0
at://did:plc:giip3jr2xysgzgcexh3h2ygz/app.bsky.feed.post/3lacyg6qjea2l,did:plc:giip3jr2xysgzgcexh3h2ygz,I pretty much should get a pass for life given that I talked my ex into voting for jill stein instead of trump in 2016,1,0,3
at://did:plc:7co37rqzpuuxvfsn52vg2qf2/app.bsky.feed.post/3lacyf3vv6z2a,did:plc:7co37rqzpuuxvfsn52vg2qf2,"theres a lot of people displacing their anger at third party voters but please consider the fact that even if all jill stein voters voted for kamala harris she still wouldnt have won, the problem was 1. her campaign was poor 2.  people who dont vote at all",2,0,4
at://did:plc:s46u7qearm7g4uiopdsfdqu7/app.bsky.feed.post/3lacydad5jo2h,did:plc:s46u7qearm7g4uiopdsfdqu7,I don’t want to hear from Jill Stein again. I hope she stops her scamming.,0,0,0
at://did:plc:rxlo3cnj3a6cm55jwfqgfn55/app.bsky.feed.post/3lacy5vohqc2v,did:plc:rxlo3cnj3a6cm55jwfqgfn55,"Calling Jill Stein a “commie” reveals the propaganda that infests this country. Yes, empire propaganda.",2,0,2
at://did:plc:64luxclrk3fhiwecrf7ink5n/app.bsky.feed.post/3lacxt3vnya2j,did:plc:64luxclrk3fhiwecrf7ink5n,"I heard a brief interview of a Palestinian-American from Dearborn, MI today while running errands -- she said that genocide was a red-line for her, and that was why she voted for... Jill Stein. 

Woof !",1,0,1
at://did:plc:czhdtbaowphpzsacud65d7wk/app.bsky.feed.post/3lacxqrgqll2r,did:plc:czhdtbaowphpzsacud65d7wk,"Same as your vote did, but at least I had some principles about it. And I fucking hate Jill Stein as a human being, she's an anti-science transphobic Kremlin stooge",1,0,0
at://did:plc:oxxn2drmu32ofsrmqjeckzo4/app.bsky.feed.post/3lacxoqert72m,did:plc:oxxn2drmu32ofsrmqjeckzo4,How'd that Claudia De la Cruz vote go for you? Or perhaps you're a 'I only come around once every 4 years' Jill Stein kind of person?,1,0,0
at://did:plc:7mdtt6y6rhqzixycjs2xffae/app.bsky.feed.post/3lacxeumjjr2k,did:plc:7mdtt6y6rhqzixycjs2xffae,"Yeah totally in good faith and not a weird attempt to blame Stein voters for your candidate’s shitty campaign?

Wonder why the youth didn’t turn out for Dick Cheney. Probably Jill Stein or something.",1,0,0
at://did:plc:oidqsi7vacpys5ulrw4kylkm/app.bsky.feed.post/3lacxeucmvm2c,did:plc:oidqsi7vacpys5ulrw4kylkm,"Jill stein really got you guys, believing her is so indescribably stupid. She’s friends with kkk members, she fooled you. Voting green was the biggest mistakes any voter could’ve made, you became a sheep.",0,0,0
at://did:plc:7mzfjm5yguskku5pkatj5dvv/app.bsky.feed.post/3lacxdyly7o2i,did:plc:7mzfjm5yguskku5pkatj5dvv,"Russia, Gaza, Arab-American voters, Jill Stein, the ground game, fund-raising, abortion, silent reserves of women voters. All turned out to be irrelevant.

Vote-rigging. Non-existent. 3/13",1,0,0
at://did:plc:l3jvsmork3dedrask3o2wkqo/app.bsky.feed.post/3lacwsl2qwn22,did:plc:l3jvsmork3dedrask3o2wkqo,Have the Jill Stein voters heard from her about the next steps to Free Palestine now that Joe Biden and Kamala Harris are exiting the White House? Is Donald Trump open to an arms embargo? This is a sincere question because Netanyahu is celebrating,1,0,2
at://did:plc:umjsng7otustduonnymgdnve/app.bsky.feed.post/3lacwpdlyv32k,did:plc:umjsng7otustduonnymgdnve,fairvote.org/jill-stein-a...,0,0,0
at://did:plc:7yqs6gjdcdlmzxqfxqwk2tv3/app.bsky.feed.post/3lacwjxgctw26,did:plc:7yqs6gjdcdlmzxqfxqwk2tv3,"Couldn't wait for old White workers to lose their pensions! I mean, very generous of them to vehemently oppose raising taxes on me to pay for delinquent Social Security. And I surely will visit Dearborn and take a look at those Donald Trump/Jill Stein voters when Palestine is annexed by Israel.",0,0,3
at://did:plc:f3li7uvyc2jhzn4krhdt2joo/app.bsky.feed.post/3lacwfuvh2x2n,did:plc:f3li7uvyc2jhzn4krhdt2joo,"So who is the scapegoat for Trump this time? Last time it was Russians and Jill Stein. Who is the scapegoat now? Is it half the country? Is it the Palestinians or the Jews? Why can't the blame fall on the party that failed us? Over and over they failed, and it was time people stopped supporting them",2,1,1
at://did:plc:5i2dzh5wgji34yuczrk6b2uz/app.bsky.feed.post/3lacvzydyhy2m,did:plc:5i2dzh5wgji34yuczrk6b2uz,"Gonna be a lot of ""Don't blame me! I voted for Jill Stein!"" from that group.",0,0,2
at://did:plc:2y3cii2kqu5vpxo26rgfll5j/app.bsky.feed.post/3lacvwzyph524,did:plc:2y3cii2kqu5vpxo26rgfll5j,"There is a segment of lefty on here who either didn't vote or voted Jill Stein that keeps showing up in my feeds to rub our noses in the loss.  I have no use for those clowns.

Those are the ones I'm blocking, because it's infuriating and it's a slap in the face to everyone who tried to stop this.",0,0,8
at://did:plc:yujd2m5ampeg4k5nabpyxdlh/app.bsky.feed.post/3lacvcg6jvu27,did:plc:yujd2m5ampeg4k5nabpyxdlh,"Yea, the youngest are always the least likely to vote it isnt news. We knew forever the ""undecideds"" and Jill Stein (evil) threats didnt actually matter. I AM ONE OF THE YOUNG PEOPLE. 

He was saying ""hey dont be mad about a startling number of young men and woman moving right."" It seems an issue",1,0,0
at://did:plc:vddj4cl6dxhwoig3icjsw7bs/app.bsky.feed.post/3lacvazvlsr2w,did:plc:vddj4cl6dxhwoig3icjsw7bs,"Jill Stein actually only got 0.8% of the vote ( eight tenths of a percent), which is insignificant and didn't change the fact 18 million democrats voters decided NOT to Cote, because Harris is complicit in Genocide",0,0,0
at://did:plc:wpbq5klts4c252ua72iaeuyd/app.bsky.feed.post/3lacv5awyby2n,did:plc:wpbq5klts4c252ua72iaeuyd,So that makes it alright for the majority of them to vote for Trump? Even Jill Stein didn't get as much votes as he did in that area.,1,0,0
at://did:plc:slv3rjhdks23mcpoezx3rf5u/app.bsky.feed.post/3lacv52s5on2y,did:plc:slv3rjhdks23mcpoezx3rf5u,"💀🇺🇸💀 There are NOT ""good people on both sides."" I can see good people voting for Jill Stein or Cornel West - or, with more reservation, even choosing to not vote at all due to disgust with both parties. 1/2",0,0,1
at://did:plc:nr5cvtqfjfivqr2ricqn6byn/app.bsky.feed.post/3lacuxhd4pn2r,did:plc:nr5cvtqfjfivqr2ricqn6byn,here's the full demo of Jill Stein Vs. Chase Oliver. Made for fun; and to help cope with election anxiety lmao #epicrapbattlesofhistory #ERB #parody,0,0,0
at://did:plc:h6aoodj4hkiumet7izemfbfz/app.bsky.feed.post/3lacusshomd2d,did:plc:h6aoodj4hkiumet7izemfbfz,"""Look how Trump credits Jill Stein voters for helping him win--he know who's to blame""

Folks, Trump is a fascist and you're already failing the first test of Fascism 101. He wants the opposition to be divided and to lay blame on each other rather than those who actually are responsible.",0,0,1
at://did:plc:gkimf2mpavwhlw72fvgcjarb/app.bsky.feed.post/3lacunbde5r2m,did:plc:gkimf2mpavwhlw72fvgcjarb,"Pot calling kettle black there Claud.
You're all bent out of shape because I pointed out the obvious, that voting for the likes of a traitor like Jill Stein, handed it all to Trump.
And you're on here bitching about how it's Harris' fault.
7.6 mil Jews & 4.5 mil Muslims in the US. Do the math",1,0,0
at://did:plc:ygl5byfvhwtcuumgc6p4hixy/app.bsky.feed.post/3lacuja4fzt2u,did:plc:ygl5byfvhwtcuumgc6p4hixy,"I've seen some people talking about specific states and saying ""Jill Stein protest votes cost Kamala the state, THANKS LEFTISTS"" and in literally each case Stein got like 15-25k votes and Trump took the states by 200K+. These people just want someone to blame, not to build. It fuckin sucks!!!!",0,1,14
at://did:plc:33wkjkdosiuczcguuwn65wrd/app.bsky.feed.post/3lacugwlypk2c,did:plc:33wkjkdosiuczcguuwn65wrd,hope all of the people who voted for jill stein are happy :3 ,0,0,0
at://did:plc:yddfcdhhinii6fj6hyulnzpk/app.bsky.feed.post/3lacugq5lic2c,did:plc:yddfcdhhinii6fj6hyulnzpk,"We don’t know yet why she lost Wisconsin, Georgia, Pennsylvania and Michigan, but the data s9 far shows that it wasn’t because her support went to Jill stein.",8,4,138
at://did:plc:wpbq5klts4c252ua72iaeuyd/app.bsky.feed.post/3lacubvoigt2s,did:plc:wpbq5klts4c252ua72iaeuyd,So why did the majority of voters there picked Trump over Jill Stein?,0,0,0
at://did:plc:wpbq5klts4c252ua72iaeuyd/app.bsky.feed.post/3lacu3ylnzd2w,did:plc:wpbq5klts4c252ua72iaeuyd,And yet Jill Stein got even less votes than Trump there. Do they really care for genocide at all considering Trump's chumminess with Netanyahu?,1,0,0
at://did:plc:wpbq5klts4c252ua72iaeuyd/app.bsky.feed.post/3lactzpkage2j,did:plc:wpbq5klts4c252ua72iaeuyd,Trump also got more votes than Jill Stein which begs the question on whether or not Gaza truly was their top priority over anything else.,0,0,0
at://did:plc:htgblqtq3vxlic5iopmlurov/app.bsky.feed.post/3lacty5vq5k2d,did:plc:htgblqtq3vxlic5iopmlurov,"From what I’ve read, Harris would have lost Michigan regardless. But the whole “vote for Jill Stein because Democrats are suboptimal on Gaza” block can go fuck themselves.",1,0,4
at://did:plc:huv53enqsltjri267ruplzpn/app.bsky.feed.post/3lbcuu2tght2s,did:plc:huv53enqsltjri267ruplzpn,"The fact that 22% of the city of Dearborn, Michigan voted for Jill Stein says a ton about how many Arab Americans feel about U.S. foreign policy. Will the Democrats learn anything from this or will Jill Stein join Ralph Nader as a DNC scapegoat?",0,0,0
at://did:plc:vvcfsqds6uexqntw5cgmnod2/app.bsky.feed.post/3lactw4eknvb2,did:plc:vvcfsqds6uexqntw5cgmnod2,"Who is to blame?

☐ men
☐ white men
☐ white women
☐ the Russians
☐ the Democratic machine
☐ Elon Musk
☐ Jill Stein and/or RFK Jr.
☐ the New York Times",0,0,0
at://did:plc:v4rnd2n252kiepjthtanjygb/app.bsky.feed.post/3lactddkpfa2n,did:plc:v4rnd2n252kiepjthtanjygb,"i do want to apologize because i've really been trying to workshop an ""actually jill stein is the name of the doctor not the monster"" joke and it never really came together.",0,0,2
at://did:plc:xh365jcojv3inzooe5q2fmne/app.bsky.feed.post/3lact6tsnzm2f,did:plc:xh365jcojv3inzooe5q2fmne,most of the Chapo dipshits voted for Jill Stein if they voted at all. It’s much easier to get normie Home Depot managers in Wisconsin than Chapo Red Scare dirtbags.,1,0,6
at://did:plc:gbw4zuuvkiafjzvdladixy6m/app.bsky.feed.post/3lacsycj2ib2h,did:plc:gbw4zuuvkiafjzvdladixy6m,well on the bright side jill stein is going back into hibernation and i won’t have to hear about her again for another four years,0,0,0
at://did:plc:tnvauxuqszo43t3ygdup5jbo/app.bsky.feed.post/3lacsvxcm2a2n,did:plc:tnvauxuqszo43t3ygdup5jbo,that falls under Jill Stein for these freaks,1,0,1
at://did:plc:6iqmbz3fkusi55ijwj7yth7b/app.bsky.feed.post/3lacst6hjm52c,did:plc:6iqmbz3fkusi55ijwj7yth7b,"4/If you blame any group for pure deplorability, blame Michigan Muslims, who voted in huge numbers for a Russian tool (Jill Stein) over Harris. When Gaza is wiped out to a man and Kushner, Inc. strip malls go up in their place, I guess they'll have gotten what they voted for.",2,0,0
